timestamp,cpustatus
2017-12-15 15:28:11,"  40% 14939/com.ss.android.article.video: 33% user + 6.4% kernel / faults: 193490 minor 321 major
"
2017-12-15 15:28:14,"  40% 14939/com.ss.android.article.video: 33% user + 6.4% kernel / faults: 193490 minor 321 major
"
2017-12-15 15:28:17,"  40% 14939/com.ss.android.article.video: 33% user + 6.4% kernel / faults: 193490 minor 321 major
"
2017-12-15 15:28:20,"  40% 14939/com.ss.android.article.video: 33% user + 6.4% kernel / faults: 193490 minor 321 major
"
2017-12-15 15:28:24,"  40% 14939/com.ss.android.article.video: 33% user + 6.4% kernel / faults: 193490 minor 321 major
"
